,abstract,headline,pub_date
2203,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in the carson city area","carson city, nevada covid case and risk tracker",2021-01-27 13:28:06+00:00
2204,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in webster county, nebraska","webster county, nebraska covid case and risk tracker",2021-01-27 13:28:06+00:00
2205,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in clark county, nevada","clark county, nevada covid case and risk tracker",2021-01-27 13:28:06+00:00
2206,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lincoln county, nevada","lincoln county, nevada covid case and risk tracker",2021-01-27 13:28:06+00:00
2207,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in churchill county, nevada","churchill county, nevada covid case and risk tracker",2021-01-27 13:28:06+00:00
2208,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in nye county, nevada","nye county, nevada covid case and risk tracker",2021-01-27 13:28:07+00:00
2209,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lyon county, nevada","lyon county, nevada covid case and risk tracker",2021-01-27 13:28:07+00:00
2210,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in mineral county, nevada","mineral county, nevada covid case and risk tracker",2021-01-27 13:28:07+00:00
2211,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in elko county, nevada","elko county, nevada covid case and risk tracker",2021-01-27 13:28:07+00:00
2212,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lander county, nevada","lander county, nevada covid case and risk tracker",2021-01-27 13:28:07+00:00
2213,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in storey county, nevada","storey county, nevada covid case and risk tracker",2021-01-27 13:28:08+00:00
2214,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in white pine county, nevada","white pine county, nevada covid case and risk tracker",2021-01-27 13:28:08+00:00
2215,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in pershing county, nevada","pershing county, nevada covid case and risk tracker",2021-01-27 13:28:08+00:00
2216,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in belknap county, new hampshire","belknap county, new hampshire covid case and risk tracker",2021-01-27 13:28:08+00:00
2217,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in washoe county, nevada","washoe county, nevada covid case and risk tracker",2021-01-27 13:28:08+00:00
2218,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hillsborough county, new hampshire","hillsborough county, new hampshire covid case and risk tracker",2021-01-27 13:28:09+00:00
2219,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in coos county, new hampshire","coos county, new hampshire covid case and risk tracker",2021-01-27 13:28:09+00:00
2220,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in carroll county, new hampshire","carroll county, new hampshire covid case and risk tracker",2021-01-27 13:28:09+00:00
2221,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in grafton county, new hampshire","grafton county, new hampshire covid case and risk tracker",2021-01-27 13:28:09+00:00
2222,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cheshire county, new hampshire","cheshire county, new hampshire covid case and risk tracker",2021-01-27 13:28:09+00:00
2223,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in atlantic county, new jersey","atlantic county, new jersey covid case and risk tracker",2021-01-27 13:28:10+00:00
2224,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in merrimack county, new hampshire","merrimack county, new hampshire covid case and risk tracker",2021-01-27 13:28:10+00:00
2225,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in sullivan county, new hampshire","sullivan county, new hampshire covid case and risk tracker",2021-01-27 13:28:10+00:00
2226,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in burlington county, new jersey","burlington county, new jersey covid case and risk tracker",2021-01-27 13:28:10+00:00
2227,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in rockingham county, new hampshire","rockingham county, new hampshire covid case and risk tracker",2021-01-27 13:28:10+00:00
2228,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in bergen county, new jersey","bergen county, new jersey covid case and risk tracker",2021-01-27 13:28:11+00:00
2229,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in camden county, new jersey","camden county, new jersey covid case and risk tracker",2021-01-27 13:28:11+00:00
2230,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cumberland county, new jersey","cumberland county, new jersey covid case and risk tracker",2021-01-27 13:28:11+00:00
2231,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cape may county, new jersey","cape may county, new jersey covid case and risk tracker",2021-01-27 13:28:11+00:00
2232,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in strafford county, new hampshire","strafford county, new hampshire covid case and risk tracker",2021-01-27 13:28:11+00:00
2233,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in gloucester county, new jersey","gloucester county, new jersey covid case and risk tracker",2021-01-27 13:28:12+00:00
2234,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in mercer county, new jersey","mercer county, new jersey covid case and risk tracker",2021-01-27 13:28:12+00:00
2235,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hunterdon county, new jersey","hunterdon county, new jersey covid case and risk tracker",2021-01-27 13:28:12+00:00
2236,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hudson county, new jersey","hudson county, new jersey covid case and risk tracker",2021-01-27 13:28:12+00:00
2237,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in essex county, new jersey","essex county, new jersey covid case and risk tracker",2021-01-27 13:28:12+00:00
2238,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in monmouth county, new jersey","monmouth county, new jersey covid case and risk tracker",2021-01-27 13:28:13+00:00
2239,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in salem county, new jersey","salem county, new jersey covid case and risk tracker",2021-01-27 13:28:13+00:00
2240,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in ocean county, new jersey","ocean county, new jersey covid case and risk tracker",2021-01-27 13:28:13+00:00
2241,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in morris county, new jersey","morris county, new jersey covid case and risk tracker",2021-01-27 13:28:13+00:00
2242,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in middlesex county, new jersey","middlesex county, new jersey covid case and risk tracker",2021-01-27 13:28:13+00:00
2243,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in somerset county, new jersey","somerset county, new jersey covid case and risk tracker",2021-01-27 13:28:14+00:00
2244,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in sussex county, new jersey","sussex county, new jersey covid case and risk tracker",2021-01-27 13:28:14+00:00
2245,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in union county, new jersey","union county, new jersey covid case and risk tracker",2021-01-27 13:28:14+00:00
2246,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in passaic county, new jersey","passaic county, new jersey covid case and risk tracker",2021-01-27 13:28:14+00:00
2247,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in warren county, new jersey","warren county, new jersey covid case and risk tracker",2021-01-27 13:28:14+00:00
2248,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in catron county, new mexico","catron county, new mexico covid case and risk tracker",2021-01-27 13:28:15+00:00
2249,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cibola county, new mexico","cibola county, new mexico covid case and risk tracker",2021-01-27 13:28:15+00:00
2250,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chaves county, new mexico","chaves county, new mexico covid case and risk tracker",2021-01-27 13:28:15+00:00
2251,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in bernalillo county, new mexico","bernalillo county, new mexico covid case and risk tracker",2021-01-27 13:28:15+00:00
2252,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in colfax county, new mexico","colfax county, new mexico covid case and risk tracker",2021-01-27 13:28:15+00:00
2253,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in curry county, new mexico","curry county, new mexico covid case and risk tracker",2021-01-27 13:28:16+00:00
2254,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in guadalupe county, new mexico","guadalupe county, new mexico covid case and risk tracker",2021-01-27 13:28:16+00:00
2255,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in grant county, new mexico","grant county, new mexico covid case and risk tracker",2021-01-27 13:28:16+00:00
2256,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in eddy county, new mexico","eddy county, new mexico covid case and risk tracker",2021-01-27 13:28:16+00:00
2257,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in doña ana county, new mexico","doña ana county, new mexico covid case and risk tracker",2021-01-27 13:28:16+00:00
2258,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hidalgo county, new mexico","hidalgo county, new mexico covid case and risk tracker",2021-01-27 13:28:17+00:00
2259,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lincoln county, new mexico","lincoln county, new mexico covid case and risk tracker",2021-01-27 13:28:17+00:00
2260,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in de baca county, new mexico","de baca county, new mexico covid case and risk tracker",2021-01-27 13:28:17+00:00
2261,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in los alamos county, new mexico","los alamos county, new mexico covid case and risk tracker",2021-01-27 13:28:17+00:00
2262,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in harding county, new mexico","harding county, new mexico covid case and risk tracker",2021-01-27 13:28:17+00:00
2263,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in otero county, new mexico","otero county, new mexico covid case and risk tracker",2021-01-27 13:28:18+00:00
2264,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in mora county, new mexico","mora county, new mexico covid case and risk tracker",2021-01-27 13:28:18+00:00
2265,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lea county, new mexico","lea county, new mexico covid case and risk tracker",2021-01-27 13:28:18+00:00
2266,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in mckinley county, new mexico","mckinley county, new mexico covid case and risk tracker",2021-01-27 13:28:18+00:00
2267,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in san juan county, new mexico","san juan county, new mexico covid case and risk tracker",2021-01-27 13:28:18+00:00
2268,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in san miguel county, new mexico","san miguel county, new mexico covid case and risk tracker",2021-01-27 13:28:19+00:00
2269,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in roosevelt county, new mexico","roosevelt county, new mexico covid case and risk tracker",2021-01-27 13:28:19+00:00
2270,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in luna county, new mexico","luna county, new mexico covid case and risk tracker",2021-01-27 13:28:19+00:00
2271,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in quay county, new mexico","quay county, new mexico covid case and risk tracker",2021-01-27 13:28:19+00:00
2272,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in rio arriba county, new mexico","rio arriba county, new mexico covid case and risk tracker",2021-01-27 13:28:19+00:00
2273,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in union county, new mexico","union county, new mexico covid case and risk tracker",2021-01-27 13:28:20+00:00
2274,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in taos county, new mexico","taos county, new mexico covid case and risk tracker",2021-01-27 13:28:20+00:00
2275,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in sierra county, new mexico","sierra county, new mexico covid case and risk tracker",2021-01-27 13:28:20+00:00
2276,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in socorro county, new mexico","socorro county, new mexico covid case and risk tracker",2021-01-27 13:28:20+00:00
2277,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in santa fe county, new mexico","santa fe county, new mexico covid case and risk tracker",2021-01-27 13:28:20+00:00
2278,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in sandoval county, new mexico","sandoval county, new mexico covid case and risk tracker",2021-01-27 13:28:21+00:00
2279,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in albany county, new york","albany county, new york covid case and risk tracker",2021-01-27 13:28:21+00:00
2280,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in valencia county, new mexico","valencia county, new mexico covid case and risk tracker",2021-01-27 13:28:21+00:00
2281,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in torrance county, new mexico","torrance county, new mexico covid case and risk tracker",2021-01-27 13:28:21+00:00
2282,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in allegany county, new york","allegany county, new york covid case and risk tracker",2021-01-27 13:28:21+00:00
2283,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chemung county, new york","chemung county, new york covid case and risk tracker",2021-01-27 13:28:22+00:00
2284,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chautauqua county, new york","chautauqua county, new york covid case and risk tracker",2021-01-27 13:28:22+00:00
2285,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cayuga county, new york","cayuga county, new york covid case and risk tracker",2021-01-27 13:28:22+00:00
2286,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in broome county, new york","broome county, new york covid case and risk tracker",2021-01-27 13:28:22+00:00
2287,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cattaraugus county, new york","cattaraugus county, new york covid case and risk tracker",2021-01-27 13:28:22+00:00
2288,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in columbia county, new york","columbia county, new york covid case and risk tracker",2021-01-27 13:28:23+00:00
2289,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in clinton county, new york","clinton county, new york covid case and risk tracker",2021-01-27 13:28:23+00:00
2290,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in franklin county, new york","franklin county, new york covid case and risk tracker",2021-01-27 13:28:23+00:00
2291,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cortland county, new york","cortland county, new york covid case and risk tracker",2021-01-27 13:28:23+00:00
2292,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in delaware county, new york","delaware county, new york covid case and risk tracker",2021-01-27 13:28:23+00:00
2293,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in essex county, new york","essex county, new york covid case and risk tracker",2021-01-27 13:28:24+00:00
2294,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in dutchess county, new york","dutchess county, new york covid case and risk tracker",2021-01-27 13:28:24+00:00
2295,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in fulton county, new york","fulton county, new york covid case and risk tracker",2021-01-27 13:28:24+00:00
2296,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chenango county, new york","chenango county, new york covid case and risk tracker",2021-01-27 13:28:24+00:00
2297,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in erie county, new york","erie county, new york covid case and risk tracker",2021-01-27 13:28:24+00:00
2298,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in greene county, new york","greene county, new york covid case and risk tracker",2021-01-27 13:28:25+00:00
2299,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in genesee county, new york","genesee county, new york covid case and risk tracker",2021-01-27 13:28:25+00:00
2300,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hamilton county, new york","hamilton county, new york covid case and risk tracker",2021-01-27 13:28:25+00:00
2301,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in jefferson county, new york","jefferson county, new york covid case and risk tracker",2021-01-27 13:28:25+00:00
2302,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in herkimer county, new york","herkimer county, new york covid case and risk tracker",2021-01-27 13:28:25+00:00
2303,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in livingston county, new york","livingston county, new york covid case and risk tracker",2021-01-27 13:28:26+00:00
2304,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in ontario county, new york","ontario county, new york covid case and risk tracker",2021-01-27 13:28:26+00:00
2305,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in madison county, new york","madison county, new york covid case and risk tracker",2021-01-27 13:28:26+00:00
2306,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in nassau county, new york","nassau county, new york covid case and risk tracker",2021-01-27 13:28:26+00:00
2307,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in orange county, new york","orange county, new york covid case and risk tracker",2021-01-27 13:28:26+00:00
2308,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in oswego county, new york","oswego county, new york covid case and risk tracker",2021-01-27 13:28:27+00:00
2309,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in rensselaer county, new york","rensselaer county, new york covid case and risk tracker",2021-01-27 13:28:27+00:00
2310,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in putnam county, new york","putnam county, new york covid case and risk tracker",2021-01-27 13:28:27+00:00
2311,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in montgomery county, new york","montgomery county, new york covid case and risk tracker",2021-01-27 13:28:27+00:00
2312,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in rockland county, new york","rockland county, new york covid case and risk tracker",2021-01-27 13:28:27+00:00
2313,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in monroe county, new york","monroe county, new york covid case and risk tracker",2021-01-27 13:28:28+00:00
2314,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in schenectady county, new york","schenectady county, new york covid case and risk tracker",2021-01-27 13:28:28+00:00
2315,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in otsego county, new york","otsego county, new york covid case and risk tracker",2021-01-27 13:28:28+00:00
2316,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in onondaga county, new york","onondaga county, new york covid case and risk tracker",2021-01-27 13:28:28+00:00
2317,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in st. lawrence county, new york","st. lawrence county, new york covid case and risk tracker",2021-01-27 13:28:28+00:00
2318,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in orleans county, new york","orleans county, new york covid case and risk tracker",2021-01-27 13:28:29+00:00
2319,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in schuyler county, new york","schuyler county, new york covid case and risk tracker",2021-01-27 13:28:29+00:00
2320,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in suffolk county, new york","suffolk county, new york covid case and risk tracker",2021-01-27 13:28:29+00:00
2321,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in schoharie county, new york","schoharie county, new york covid case and risk tracker",2021-01-27 13:28:29+00:00
2322,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in oneida county, new york","oneida county, new york covid case and risk tracker",2021-01-27 13:28:29+00:00
2323,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in warren county, new york","warren county, new york covid case and risk tracker",2021-01-27 13:28:30+00:00
2324,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in tioga county, new york","tioga county, new york covid case and risk tracker",2021-01-27 13:28:30+00:00
2325,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in lewis county, new york","lewis county, new york covid case and risk tracker",2021-01-27 13:28:30+00:00
2326,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in steuben county, new york","steuben county, new york covid case and risk tracker",2021-01-27 13:28:30+00:00
2327,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in niagara county, new york","niagara county, new york covid case and risk tracker",2021-01-27 13:28:30+00:00
2328,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in saratoga county, new york","saratoga county, new york covid case and risk tracker",2021-01-27 13:28:31+00:00
2329,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in tompkins county, new york","tompkins county, new york covid case and risk tracker",2021-01-27 13:28:31+00:00
2330,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in wayne county, new york","wayne county, new york covid case and risk tracker",2021-01-27 13:28:31+00:00
2331,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in washington county, new york","washington county, new york covid case and risk tracker",2021-01-27 13:28:31+00:00
2332,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in ulster county, new york","ulster county, new york covid case and risk tracker",2021-01-27 13:28:31+00:00
2333,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in westchester county, new york","westchester county, new york covid case and risk tracker",2021-01-27 13:28:32+00:00
2334,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in new york city, new york","new york city, new york covid case and risk tracker",2021-01-27 13:28:32+00:00
2335,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in anson county, north carolina","anson county, north carolina covid case and risk tracker",2021-01-27 13:28:32+00:00
2336,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in alamance county, north carolina","alamance county, north carolina covid case and risk tracker",2021-01-27 13:28:32+00:00
2337,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in seneca county, new york","seneca county, new york covid case and risk tracker",2021-01-27 13:28:32+00:00
2338,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in ashe county, north carolina","ashe county, north carolina covid case and risk tracker",2021-01-27 13:28:33+00:00
2339,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in sullivan county, new york","sullivan county, new york covid case and risk tracker",2021-01-27 13:28:33+00:00
2340,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in bertie county, north carolina","bertie county, north carolina covid case and risk tracker",2021-01-27 13:28:33+00:00
2341,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in alleghany county, north carolina","alleghany county, north carolina covid case and risk tracker",2021-01-27 13:28:33+00:00
2342,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in alexander county, north carolina","alexander county, north carolina covid case and risk tracker",2021-01-27 13:28:33+00:00
2343,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in avery county, north carolina","avery county, north carolina covid case and risk tracker",2021-01-27 13:28:34+00:00
2344,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in brunswick county, north carolina","brunswick county, north carolina covid case and risk tracker",2021-01-27 13:28:34+00:00
2345,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in beaufort county, north carolina","beaufort county, north carolina covid case and risk tracker",2021-01-27 13:28:34+00:00
2346,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in bladen county, north carolina","bladen county, north carolina covid case and risk tracker",2021-01-27 13:28:34+00:00
2347,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in caldwell county, north carolina","caldwell county, north carolina covid case and risk tracker",2021-01-27 13:28:34+00:00
2348,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in buncombe county, north carolina","buncombe county, north carolina covid case and risk tracker",2021-01-27 13:28:35+00:00
2349,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in caswell county, north carolina","caswell county, north carolina covid case and risk tracker",2021-01-27 13:28:35+00:00
2350,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in camden county, north carolina","camden county, north carolina covid case and risk tracker",2021-01-27 13:28:35+00:00
2351,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in burke county, north carolina","burke county, north carolina covid case and risk tracker",2021-01-27 13:28:35+00:00
2352,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in carteret county, north carolina","carteret county, north carolina covid case and risk tracker",2021-01-27 13:28:35+00:00
2353,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chowan county, north carolina","chowan county, north carolina covid case and risk tracker",2021-01-27 13:28:36+00:00
2354,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in yates county, new york","yates county, new york covid case and risk tracker",2021-01-27 13:28:36+00:00
2355,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in wyoming county, new york","wyoming county, new york covid case and risk tracker",2021-01-27 13:28:36+00:00
2356,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in chatham county, north carolina","chatham county, north carolina covid case and risk tracker",2021-01-27 13:28:36+00:00
2357,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cabarrus county, north carolina","cabarrus county, north carolina covid case and risk tracker",2021-01-27 13:28:36+00:00
2358,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cleveland county, north carolina","cleveland county, north carolina covid case and risk tracker",2021-01-27 13:28:37+00:00
2359,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cumberland county, north carolina","cumberland county, north carolina covid case and risk tracker",2021-01-27 13:28:37+00:00
2360,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in columbus county, north carolina","columbus county, north carolina covid case and risk tracker",2021-01-27 13:28:37+00:00
2361,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in cherokee county, north carolina","cherokee county, north carolina covid case and risk tracker",2021-01-27 13:28:37+00:00
2362,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in craven county, north carolina","craven county, north carolina covid case and risk tracker",2021-01-27 13:28:37+00:00
2363,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in clay county, north carolina","clay county, north carolina covid case and risk tracker",2021-01-27 13:28:38+00:00
2364,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in currituck county, north carolina","currituck county, north carolina covid case and risk tracker",2021-01-27 13:28:38+00:00
2365,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in edgecombe county, north carolina","edgecombe county, north carolina covid case and risk tracker",2021-01-27 13:28:38+00:00
2366,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in catawba county, north carolina","catawba county, north carolina covid case and risk tracker",2021-01-27 13:28:38+00:00
2367,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in davidson county, north carolina","davidson county, north carolina covid case and risk tracker",2021-01-27 13:28:38+00:00
2368,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in granville county, north carolina","granville county, north carolina covid case and risk tracker",2021-01-27 13:28:39+00:00
2369,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in duplin county, north carolina","duplin county, north carolina covid case and risk tracker",2021-01-27 13:28:39+00:00
2370,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in davie county, north carolina","davie county, north carolina covid case and risk tracker",2021-01-27 13:28:39+00:00
2371,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in durham county, north carolina","durham county, north carolina covid case and risk tracker",2021-01-27 13:28:39+00:00
2372,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in dare county, north carolina","dare county, north carolina covid case and risk tracker",2021-01-27 13:28:39+00:00
2373,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in gates county, north carolina","gates county, north carolina covid case and risk tracker",2021-01-27 13:28:40+00:00
2374,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in harnett county, north carolina","harnett county, north carolina covid case and risk tracker",2021-01-27 13:28:40+00:00
2375,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in franklin county, north carolina","franklin county, north carolina covid case and risk tracker",2021-01-27 13:28:40+00:00
2376,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in forsyth county, north carolina","forsyth county, north carolina covid case and risk tracker",2021-01-27 13:28:40+00:00
2377,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in gaston county, north carolina","gaston county, north carolina covid case and risk tracker",2021-01-27 13:28:40+00:00
2378,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in graham county, north carolina","graham county, north carolina covid case and risk tracker",2021-01-27 13:28:41+00:00
2379,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in halifax county, north carolina","halifax county, north carolina covid case and risk tracker",2021-01-27 13:28:41+00:00
2380,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in guilford county, north carolina","guilford county, north carolina covid case and risk tracker",2021-01-27 13:28:41+00:00
2381,"see the latest charts and maps of coronavirus cases, deaths and hospitalizations in hertford county, north carolina","hertford county, north carolina covid case and risk tracker",2021-01-27 13:28:41+00:00
